DATA,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,TOTAL
15/04/2018,Diumenge,4343.25,4035.91,3832.57,3691.46,3684.63,3665.09,3755.84,3775.47,4025.23,4373.06,4600.25,4653.96,4611.57,4652.47,4595.00,4403.72,4270.93,4210.26,4219.80,4413.64,4858.16,5220.79,4934.45,4563.83,0.00,103391.34
16/04/2018,Dilluns,4210.35,3931.34,3808.82,3747.79,3820.26,4030.05,4712.07,5438.44,5954.32,6164.08,6362.78,6351.04,6381.90,6290.37,6064.75,6030.69,5976.47,5959.42,5867.07,5885.81,6137.27,6107.04,5492.28,4966.69,0.00,129691.11
17/04/2018,Dimarts,4605.84,4338.06,4165.19,4135.23,4148.04,4295.59,4873.00,5478.40,5940.37,6083.47,6172.84,6170.63,6183.17,6103.15,5905.72,5889.46,5807.73,5762.50,5618.91,5653.25,5921.33,5974.49,5464.84,5003.91,0.00,129695.11
18/04/2018,Dimecres,4629.80,4352.71,4210.37,4176.81,4189.84,4305.76,4855.22,5481.05,5912.29,6086.36,6178.82,6213.49,6275.12,6190.40,5990.58,5967.07,5899.01,5852.81,5721.61,5729.5,5988.60,6035.12,5445.59,4977.78,0.00,130665.70
19/04/2018,Dijous,4604.92,4344.89,4204.94,4168.76,4183.60,4340.20,4847.78,5433.88,5863.64,6018.21,6101.59,6094.13,6163.32,6079.65,5881.39,5858.40,5799.12,5746.56,5638.20,5677.77,5902.36,5926.46,5373.23,4855.84,0.00,129108.84
20/04/2018,Divendres,4526.13,4268.84,4099.28,4061.61,4083.26,4222.31,4758.34,5316.97,5731.47,5897.66,6013.34,6062.90,6111.00,6063.10,5847.93,5788.17,5675.26,5619.07,5502.17,5513.42,5706.27,5786.37,5270.19,4842.70,0.00,126767.74
21/04/2018,Dissabte,4514.26,4243.03,4020.31,3960.36,3886.74,3852.22,3906.90,4034.16,4407.22,4778.60,4949.06,4984.82,5034.09,5072.09,4892.62,4684.62,4538.42,4482.57,4492.79,4534.09,4760.79,4948.46,4646.22,4291.45,0.00,107915.89
22/04/2018,Diumenge,4040.51,3773.25,3601.56,3475.25,3495.61,3489.83,3515.36,3533.84,3778.38,4126.18,4351.32,4442.72,4484.35,4550.13,4512.11,4313.68,4183.15,4160.28,4194.16,4279.78,4659.63,4969.14,4737.27,4376.57,0.00,99044.06
23/04/2018,Dilluns,4075.70,3826.68,3705.59,3698.28,3734.06,3941.79,4575.89,5202.04,5645.50,5817.57,5949.49,5984.34,6019.90,5965.80,5765.62,5725.51,5662.78,5628.07,5480.44,5464.58,5660.89,5698.75,5191.42,4707.73,0.00,123128.41
24/04/2018,Dimarts,4436.34,4205.34,3989.62,3996.20,4021.18,4159.42,4644.28,5175.96,5640.10,5819.98,5952.53,6048.35,6147.93,6082.91,5902.01,5873.49,5825.68,5808.46,5701.78,5657.59,5791.55,5867.63,5358.51,4864.44,0.00,126971.26
25/04/2018,Dimecres,4542.87,4317.35,4177.73,4119.26,4131.99,4299.11,4777.01,5277.42,5689.25,5882.64,6025.57,6122.48,6268.34,6183.54,5998.28,5962.78,5900.29,5868.87,5714.53,5720.25,5923.41,5948.10,5338.93,4876.94,0.00,129066.95
26/04/2018,Dijous,4557.21,4310.87,4181.39,4119.70,4126.32,4219.41,4686.35,5218.42,5705.46,5893.14,6035.85,6092.48,6133.75,6093.53,5912.31,5902.77,5862.51,5826.57,5677.93,5643.07,5784.65,5812.21,5290.12,4841.63,0.00,127927.65
27/04/2018,Divendres,4527.86,4291.88,4137.33,4124.20,4086.88,4217.05,4706.12,5222.10,5671.13,5841.33,5995.34,6088.75,6167.94,6109.70,5861.18,5812.99,5745.24,5667.08,5555.10,5499.76,5610.82,5655.48,5137.98,4781.01,0.00,126514.26
28/04/2018,Dissabte,4507.17,4281.52,4088.98,3981.02,3943.00,3904.51,3948.60,4071.38,4411.68,4788.04,4985.81,5040.45,5072.84,5064.95,4859.83,4674.24,4532.27,4491.89,4413.91,4455.58,4677.37,4940.45,4610.72,4286.74,0.00,108032.95
29/04/2018,Diumenge,3976.76,3753.01,3589.98,3490.17,3441.65,3447.15,3422.81,3507.11,3701.79,4064.50,4317.02,4454.99,4563.96,4619.56,4469.12,4227.86,4106.33,4069.11,4105.17,4141.94,4380.78,4769.02,4480.65,4168.74,0.00,97269.16
30/04/2018,Dilluns,3834.84,3603.00,3460.25,3421.31,3422.65,3539.05,3894.44,4197.36,4603.60,4944.14,5038.27,5062.73,5100.74,5169.53,5038.84,4906.35,4851.81,4818.60,4728.12,4756.72,4931.10,5152.26,4683.09,4292.27,0.00,107451.06
01/05/2018,Dimarts,4005.61,3759.03,3497.33,3403.04,3371.42,3360.80,3362.59,3393.52,3598.50,3940.04,4211.53,4355.49,4425.94,4504.31,4384.75,4181.42,4070.21,4073.38,4165.56,4276.19,4555.04,4864.71,4601.19,4225.90,0.00,96587.49
02/05/2018,Dimecres,3901.60,3640.68,3521.96,3485.69,3529.49,3739.40,4469.68,5110.53,5618.07,5839.45,5944.84,6006.71,6046.62,5965.37,5767.10,5756.10,5689.86,5630.75,5533.20,5570.25,5746.74,5895.02,5322.00,4841.74,0.00,122572.82
03/05/2018,Dijous,4471.87,4209.63,4056.97,4021.04,4040.39,4175.19,4685.01,5228.97,5684.16,5839.67,5968.73,5997.32,6074.87,6016.63,5846.18,5860.45,5829.45,5798.06,5714.92,5743.26,5854.32,5881.07,5294.53,4842.23,0.00,127134.91
04/05/2018,Divendres,4486.56,4253.55,4103.00,4065.41,4062.33,4198.80,4693.86,5273.53,5742.30,5911.58,6052.92,6086.74,6124.76,6060.22,5842.31,5804.87,5725.69,5634.91,5533.94,5578.98,5713.80,5792.13,5321.57,4883.44,0.00,126947.20
05/05/2018,Dissabte,4573.09,4335.75,4108.81,4021.72,3955.09,3886.01,3906.35,4069.57,4436.06,4833.91,5064.95,5156.14,5136.16,5179.20,4993.47,4738.58,4628.95,4547.47,4561.06,4595,4784.24,4999.19,4696.13,4365.95,0.00,109572.84
06/05/2018,Diumenge,4058.07,3815.49,3634.81,3532.81,3494.63,3495.56,3496.72,3513.61,3796.16,4131.79,4437.82,4622.34,4685.49,4725.86,4576.83,4336.02,4253.72,4180.72,4217.21,4341.66,4583.19,4870.77,4743.67,4466.40,0.00,100011.33
07/05/2018,Dilluns,4124.76,3832.20,3728.26,3692.30,3733.37,3933.12,4544.49,5199.02,5675.41,5907.04,6042.98,6073.85,6128.72,6089.02,5924.21,5903.39,5837.50,5789.17,5705.21,5728.77,5836.90,5818.52,5243.66,4829.75,0.00,125321.63
08/05/2018,Dimarts,4504.69,4248.42,4095.92,4054.17,4068.14,4206.59,4691.79,5270.42,5723.14,5937.88,6092.66,6167.88,6197.45,6141.30,5959.30,5976.34,5938.79,5885.05,5803.73,5854.61,5882.62,5903.70,5415.43,4936.66,0.00,128956.67
09/05/2018,Dimecres,4607.00,4347.12,4163.74,4156.36,4148.02,4259.92,4739.54,5321.78,5791.02,5975.17,6110.41,6168.22,6264.48,6190.34,5992.75,5994.12,5944.86,5923.16,5822.35,5838.51,5926.29,5948.42,5443.80,4967.01,0.00,130044.39
10/05/2018,Dijous,4624.19,4361.27,4200.56,4137.04,4149.86,4298.82,4764.14,5343.03,5789.37,5928.14,6079.74,6121.94,6208.30,6166.14,5956.92,5936.50,5900.37,5870.17,5764.39,5764.34,5848.80,5890.58,5367.81,4877.09,0.00,129349.49
11/05/2018,Divendres,4563.71,4304.58,4142.48,4102.26,4126.97,4263.09,4692.02,5256.55,5655.15,5878.08,5999.29,6082.94,6155.49,6090.43,5872.83,5811.99,5740.60,5686.85,5573.80,5521.64,5603.31,5697.07,5272.40,4861.94,0.00,126955.47
12/05/2018,Dissabte,4548.95,4297.91,4088.18,4012.35,3922.32,3924.41,3917.06,4036.98,4387.74,4763.70,5015.17,5116.28,5123.44,5165.29,4969.96,4764.30,4622.22,4565.66,4498.85,4668.79,4852.85,4996.98,4646.24,4317.75,0.00,109223.37
13/05/2018,Diumenge,4020.91,3784.88,3602.13,3511.41,3449.65,3442.45,3447.90,3512.11,3733.13,4093.46,4383.17,4503.56,4529.46,4597.93,4544.70,4321.61,4207.72,4140.57,4189.35,4307.22,4555.94,4900.88,4736.54,4395.22,0.00,98911.91
14/05/2018,Dilluns,4050.83,3790.05,3685.17,3644.90,3678.55,3920.04,4490.25,5118.73,5619.23,5817.91,5977.05,5976.20,5996.16,5952.85,5769.81,5758.11,5710.84,5603.90,5518.13,5613.83,5740.80,5794.48,5286.26,4799.46,0.00,123313.53
15/05/2018,Dimarts,4456.91,4232.64,4079.95,4040.55,4037.04,4176.53,4554.10,5204.11,5687.13,5861.30,5979.61,6018.97,6088.76,6031.81,5869.86,5830.00,5760.92,5726.94,5635.66,5635.47,5731.13,5820.76,5412.66,4895.98,0.00,126768.76
16/05/2018,Dimecres,4564.31,4314.84,4187.97,4120.28,4138.50,4251.82,4694.13,5299.95,5748.00,5911.69,6042.79,6107.31,6153.90,6114.38,5922.75,5912.82,5860.67,5827.68,5688.78,5696.17,5790.18,5858.28,5396.96,4940.32,0.00,128544.48
17/05/2018,Dijous,4586.46,4333.13,4197.78,4110.47,4132.40,4290.10,4708.85,5341.69,5720.41,5921.42,6043.42,6110.93,6197.31,6158.58,5949.28,5944.17,5861.90,5795.81,5726.57,5746.39,5855.83,5816.65,5308.57,4855.43,0.00,128713.52
18/05/2018,Divendres,4507.55,4276.11,4130.19,4092.44,4106.72,4224.59,4624.67,5207.55,5662.27,5879.33,6044.53,6100.57,6184.04,6092.98,5878.67,5808.01,5736.34,5669.75,5573.09,5549.39,5599.69,5617.43,5232.39,4823.43,0.00,126621.74
19/05/2018,Dissabte,4538.79,4302.61,4088.26,4015.81,3956.70,3921.03,3891.11,4077.86,4452.15,4817.93,5060.21,5111.72,5124.75,5140.65,4953.64,4743.46,4611.94,4588.33,4508.04,4536.81,4653.59,4906.06,4668.56,4346.48,0.00,109016.45
20/05/2018,Diumenge,3985.60,3758.30,3591.17,3557.81,3501.34,3522.05,3438.18,3528.17,3763.14,4113.97,4364.15,4442.26,4464.49,4592.89,4515.95,4320.88,4213.88,4202.88,4210.45,4281.74,4474.92,4780.85,4667.76,4390.45,0.00,98683.28
21/05/2018,Dilluns,4096.73,3860.87,3715.00,3662.59,3673.45,3796.53,4110.32,4492.21,4910.46,5198.47,5422.30,5504.02,5549.95,5540.36,5421.18,5324.74,5260.88,5185.90,5141.44,5202.86,5349.79,5450.96,5091.86,4665.41,0.00,115628.29
22/05/2018,Dimarts,4349.26,4132.44,3990.73,3930.41,3965.08,4091.56,4547.72,5197.67,5684.72,5865.59,6004.89,6107.93,6202.37,6154.51,5978.01,5938.39,5882.86,5840.48,5754.94,5765.54,5826.81,5789.48,5350.71,4837.60,0.00,127189.69
23/05/2018,Dimecres,4514.59,4262.09,4129.05,4101.56,4107.39,4230.01,4636.52,5260.64,5727.38,5948.38,6095.97,6197.85,6261.89,6240.76,6018.83,6019.94,6008.01,5969.81,5830.94,5832.27,5876.77,5881.66,5396.72,4907.00,0.00,129456.02
24/05/2018,Dijous,4615.33,4357.59,4181.77,4160.20,4160.15,4233.81,4628.42,5248.06,5727.87,5951.82,6121.26,6225.97,6321.69,6284.06,6088.68,6084.89,6038.75,5964.97,5835.57,5772.04,5784.52,5762.45,5337.20,4841.82,0.00,129728.85
25/05/2018,Divendres,4528.51,4279.35,4126.53,4069.64,4082.57,4180.28,4575.28,5192.18,5637.38,5860.62,6030.28,6095.57,6183.22,6139.44,5905.55,5866.76,5823.77,5792.25,5652.39,5592.75,5607.85,5586.25,5194.79,4799.07,0.00,126802.26
26/05/2018,Dissabte,4540.45,4254.09,4086.74,4042.94,3992.78,3926.62,3893.47,4091.50,4447.68,4823.93,5078.89,5162.87,5199.96,5207.42,4982.54,4780.76,4646.57,4600.73,4598.45,4678.62,4766.33,4865.09,4639.46,4361.55,0.00,109669.42
27/05/2018,Diumenge,4075.26,3835.74,3644.58,3570.70,3520.39,3523.63,3440.51,3515.56,3781.28,4125.97,4361.84,4466.05,4530.84,4650.82,4612.33,4411.74,4322.14,4267.49,4309.42,4390.94,4606.53,4869.24,4754.38,4417.41,0.00,100004.75
28/05/2018,Dilluns,4107.29,3861.86,3764.35,3725.63,3779.98,3970.48,4476.39,5161.26,5652.63,5861.42,6068.60,6191.87,6282.78,6217.76,6024.86,6013.51,5965.87,5943.92,5829.56,5807.53,5856.87,5755.24,5271.31,4815.94,0.00,126406.91
29/05/2018,Dimarts,4499.65,4280.64,4131.43,4098.09,4079.85,4212.64,4590.60,5220.18,5699.69,5945.58,6141.16,6241.35,6312.58,6237.76,6100.47,6088.11,6062.43,6029.63,5897.86,5840.9,5847.36,5800.93,5379.94,4954.51,0.00,129693.34
30/05/2018,Dimecres,4630.27,4332.74,4144.79,4183.32,4183.26,4298.50,4683.40,5334.53,5822.88,6064.41,6241.53,6288.59,6418.29,6383.50,6156.75,6158.01,6085.52,6073.81,5939.76,5892.97,5919.76,5838.01,5410.82,4946.26,0.00,131431.67
31/05/2018,Dijous,4619.93,4276.10,4111.97,4049.72,4062.88,4181.02,4577.22,5220.20,5725.66,5949.31,6123.07,6175.04,6287.47,6205.74,6021.18,6073.15,6060.94,6015.84,5880.36,5829.01,5827.48,5748.70,5344.01,4896.40,0.00,129262.38
01/06/2018,Divendres,4568.91,4303.37,4127.91,4098.85,4117.14,4233.03,4611.41,5229.96,5682.22,5929.23,6142.75,6247.66,6364.72,6307.66,6072.75,6017.79,5942.19,5862.11,5760.47,5670.32,5620.09,5640.04,5264.94,4825.19,0.00,128640.69
02/06/2018,Dissabte,4532.16,4323.42,4113.99,4021.88,3949.59,3927.95,3865.45,4038.63,4419.86,4801.15,5028.46,5081.93,5150.53,5194.30,5037.32,4836.80,4707.46,4686.43,4658.70,4680.01,4765.02,4909.90,4720.08,4382.28,0.00,109833.28
03/06/2018,Diumenge,4042.96,3837.64,3639.26,3563.40,3503.87,3496.48,3410.65,3459.90,3713.32,4027.70,4292.60,4433.68,4556.34,4695.26,4593.16,4347.83,4238.49,4190.50,4267.61,4396.6,4582.40,4800.84,4715.56,4388.06,0.00,99194.09
04/06/2018,Dilluns,4068.12,3833.17,3724.44,3685.37,3725.45,3890.93,4396.77,5029.16,5598.26,5857.45,6035.97,6100.34,6227.28,6186.12,5996.59,5971.25,5941.25,5923.99,5805.63,5794.81,5801.95,5783.90,5346.67,4855.22,0.00,125580.09
05/06/2018,Dimarts,4523.37,4273.31,4131.04,4065.12,4078.20,4180.81,4571.94,5202.37,5705.49,5952.58,6126.44,6225.52,6345.08,6309.41,6078.40,6031.68,6010.26,5977.84,5852.90,5814.98,5788.88,5714.79,5357.52,4901.57,0.00,129219.49
06/06/2018,Dimecres,4567.26,4355.92,4213.20,4149.54,4179.69,4293.32,4698.81,5306.11,5761.66,6009.78,6179.89,6262.50,6312.91,6181.12,5983.97,5963.68,5923.80,5912.65,5785.86,5776.6,5835.39,5777.68,5362.57,4867.76,0.00,129661.67
07/06/2018,Dijous,4564.74,4325.98,4159.43,4113.84,4118.48,4234.92,4604.72,5271.90,5716.55,5952.64,6083.23,6215.09,6268.17,6165.50,5981.23,5967.46,5962.40,5949.33,5845.89,5793.25,5781.47,5764.40,5354.34,4872.00,0.00,129066.92
08/06/2018,Divendres,4525.86,4262.22,4115.88,4081.91,4090.26,4209.07,4554.40,5187.68,5637.24,5914.66,6125.34,6252.57,6346.29,6316.25,6114.67,6032.34,6003.81,5958.36,5823.83,5768.01,5720.67,5658.46,5360.69,4926.11,0.00,128986.58
09/06/2018,Dissabte,4659.49,4400.56,4186.03,4064.25,4007.85,3955.34,3863.87,4085.56,4460.94,4868.00,5138.86,5232.63,5271.79,5273.69,5031.26,4911.73,4739.99,4722.22,4693.59,4720.74,4787.91,4922.16,4700.86,4340.70,0.00,111040.01
10/06/2018,Diumenge,4095.21,3895.26,3704.25,3602.30,3563.96,3520.28,3444.44,3530.75,3790.43,4120.62,4361.45,4492.42,4610.42,4747.21,4728.71,4522.99,4407.01,4359.66,4385.40,4486.08,4625.22,4854.49,4811.21,4484.31,0.00,101144.08
11/06/2018,Dilluns,4169.89,3918.77,3742.76,3703.47,3792.96,3936.76,4513.80,5242.67,5766.81,6076.38,6302.57,6387.35,6502.52,6455.91,6255.00,6257.18,6242.50,6218.42,6059.95,5991.62,5935.09,5848.37,5441.59,4950.09,0.00,129712.42
12/06/2018,Dimarts,4651.28,4375.10,4238.15,4178.06,4176.73,4282.15,4662.07,5306.33,5795.89,6052.25,6246.46,6358.02,6457.43,6400.41,6213.49,6174.62,6175.88,6148.00,6007.26,5952.69,5920.56,5855.91,5499.85,5007.16,0.00,132135.72
13/06/2018,Dimecres,4664.51,4426.43,4274.78,4205.47,4206.68,4337.42,4691.48,5324.37,5799.12,6108.11,6306.64,6414.15,6545.82,6553.29,6371.88,6351.83,6369.13,6332.27,6095.97,6095.21,6036.17,5963.00,5556.98,5044.44,0.00,134075.13
14/06/2018,Dijous,4737.77,4439.93,4308.58,4265.40,4219.84,4344.68,4701.96,5335.51,5844.61,6088.68,6268.34,6376.00,6498.99,6461.54,6295.41,6317.17,6329.02,6273.36,6124.47,6021.13,5981.94,5920.05,5498.36,5022.79,0.00,133675.54
15/06/2018,Divendres,4683.72,4414.58,4228.95,4156.88,4173.97,4312.29,4667.79,5308.52,5777.28,6064.65,6239.35,6351.29,6454.69,6418.55,6219.94,6169.64,6104.73,6054.43,5926.18,5857.33,5745.82,5640.78,5354.23,4942.34,0.00,131267.91
16/06/2018,Dissabte,4697.17,4428.53,4221.85,4135.42,4060.62,4031.97,3919.97,4105.04,4483.08,4876.85,5220.03,5344.61,5395.62,5434.42,5238.21,5059.22,4912.98,4924.98,4918.57,4914.76,4962.86,5042.83,4877.80,4547.87,0.00,113755.22
17/06/2018,Diumenge,4202.17,3980.02,3782.11,3664.95,3638.56,3604.62,3513.13,3602.79,3898.37,4238.34,4458.28,4591.21,4630.47,4791.94,4770.26,4571.55,4484.71,4435.73,4463.52,4524.6,4681.28,4900.96,4933.32,4586.06,0.00,102948.94
18/06/2018,Dilluns,4218.79,3987.74,3879.74,3848.55,3874.24,4005.86,4546.25,5261.42,5793.50,6113.03,6321.81,6464.12,6603.26,6600.56,6443.97,6402.46,6392.50,6341.75,6221.67,6135.96,6033.89,5942.68,5545.78,5032.86,0.00,132012.38
19/06/2018,Dimarts,4675.25,4398.33,4251.80,4203.67,4201.59,4313.85,4672.56,5343.31,5871.29,6241.96,6503.45,6635.56,6802.14,6761.20,6571.18,6558.02,6570.28,6542.50,6383.29,6274.42,6149.96,6039.02,5653.91,5127.91,0.00,136746.43
20/06/2018,Dimecres,4769.02,4434.78,4290.52,4262.42,4305.66,4429.99,4800.96,5445.94,6000.91,6313.24,6623.40,6813.50,6951.01,6899.00,6715.86,6702.65,6696.30,6686.47,6478.89,6366.53,6268.82,6096.04,5756.36,5228.14,0.00,139336.40
21/06/2018,Dijous,4857.59,4579.02,4433.93,4359.33,4343.74,4486.40,4825.45,5459.93,6013.66,6379.25,6685.08,6860.84,6982.36,6968.67,6843.75,6861.41,6894.72,6874.68,6684.42,6531.21,6403.38,6258.28,5931.55,5402.53,0.00,141921.19
22/06/2018,Divendres,5030.76,4724.48,4507.08,4453.98,4431.59,4559.13,4937.55,5576.51,6153.24,6538.70,6847.02,7031.68,7199.21,7172.82,6939.75,6844.32,6843.79,6744.05,6554.05,6432,6278.39,6145.65,5827.63,5405.73,0.00,143179.07
23/06/2018,Dissabte,5167.21,4839.42,4592.11,4457.69,4364.02,4293.81,4167.95,4396.18,4764.20,5176.32,5448.73,5551.60,5629.71,5647.76,5500.03,5270.98,5101.32,5046.47,5091.87,5121.53,5082.33,5014.24,4813.55,4494.37,0.00,119033.37
24/06/2018,Diumenge,4289.05,4100.90,3900.67,3782.22,3721.08,3684.85,3553.97,3605.05,3844.23,4077.35,4410.71,4526.95,4651.78,4769.90,4822.82,4676.81,4592.11,4577.37,4617.79,4701.56,4804.18,5007.66,5067.37,4744.45,0.00,104530.83
25/06/2018,Dilluns,4380.41,4125.62,4016.95,3984.91,4005.08,4210.50,4736.16,5413.30,5946.50,6376.02,6637.69,6753.99,6864.65,6846.74,6685.00,6681.42,6670.45,6629.03,6427.53,6332.64,6203.06,6055.08,5759.55,5276.67,0.00,137018.95
26/06/2018,Dimarts,4904.37,4678.18,4457.57,4407.83,4430.50,4562.78,4923.31,5493.23,6063.94,6487.68,6767.61,6890.94,7003.65,6964.32,6819.52,6819.76,6842.99,6819.87,6619.85,6513.32,6395.88,6244.75,5924.17,5409.30,0.00,142445.33
27/06/2018,Dimecres,4991.86,4702.76,4523.40,4472.87,4465.04,4586.03,4950.27,5568.73,6158.65,6599.30,6929.21,7045.74,7213.65,7181.35,7018.92,7015.27,7001.35,6989.94,6787.45,6619.61,6524.83,6372.27,6035.58,5533.26,0.00,145287.33
28/06/2018,Dijous,5156.65,4855.15,4653.03,4586.75,4573.56,4655.91,5052.75,5633.13,6211.30,6679.61,6977.63,7186.52,7377.33,7382.94,7199.00,7131.07,7048.57,6948.93,6713.36,6503.97,6351.78,6173.70,5753.84,5351.99,0.00,146158.47
29/06/2018,Divendres,5014.53,4667.77,4509.22,4471.82,4461.02,4575.61,4924.92,5475.64,6019.83,6461.81,6759.61,6917.59,7055.39,7032.46,6805.63,6769.27,6740.16,6661.33,6472.11,6333.05,6177.20,6037.90,5749.50,5298.15,0.00,141391.50
30/06/2018,Dissabte,5063.00,4736.25,4546.26,4402.37,4320.86,4258.26,4180.56,4376.69,4768.72,5243.34,5559.56,5693.73,5774.62,5815.63,5652.10,5501.52,5412.29,5390.49,5354.04,5359.65,5364.25,5344.29,5235.95,4865.14,0.00,122219.54
01/07/2018,Diumenge,4537.53,4216.94,4000.66,3893.67,3813.86,3721.23,3694.98,3832.08,4140.29,4508.22,4800.06,4961.95,5166.45,5302.27,5275.08,5217.83,5177.94,5153.12,5122.08,5155.39,5241.63,5424.53,5418.40,5039.61,0.00,112815.78
02/07/2018,Dilluns,4672.86,4355.61,4236.20,4156.04,4174.49,4369.78,4840.45,5554.35,6101.57,6544.18,6849.12,7013.01,7187.38,7250.23,7108.94,7106.88,7083.94,7044.45,6818.63,6662.23,6552.83,6475.84,6179.61,5590.83,0.00,143929.41
03/07/2018,Dimarts,5166.07,4856.24,4650.05,4581.28,4573.67,4696.25,5092.94,5722.94,6385.45,6862.64,7212.62,7403.25,7565.30,7568.37,7424.12,7401.39,7374.18,7343.28,7087.98,6911.42,6741.28,6573.42,6235.64,5726.96,0.00,151156.73
04/07/2018,Dimecres,5260.93,4902.48,4663.40,4566.94,4536.83,4661.87,5049.02,5659.77,6275.81,6732.93,7074.28,7285.40,7446.67,7444.39,7268.38,7262.76,7278.44,7252.72,7060.72,6883.15,6699.15,6536.47,6157.86,5662.65,0.00,149623.02
05/07/2018,Dijous,5248.60,4893.30,4697.54,4625.21,4609.59,4724.26,5104.52,5702.41,6281.68,6704.59,7011.36,7203.33,7370.58,7384.68,7226.49,7190.50,7157.29,7068.52,6866.44,6699.94,6550.18,6401.85,6018.16,5540.57,0.00,148281.59
06/07/2018,Divendres,5193.31,4877.62,4700.73,4625.00,4566.85,4693.91,5088.67,5679.48,6216.27,6599.02,6888.62,7044.77,7183.55,7204.76,6995.60,6893.12,6861.58,6830.10,6681.11,6543.87,6400.82,6267.06,5962.77,5508.64,0.00,145507.23
07/07/2018,Dissabte,5231.92,4954.10,4737.91,4576.06,4502.91,4436.43,4378.23,4585.44,4958.31,5434.68,5794.49,5962.99,6066.68,6113.65,5951.30,5816.41,5716.42,5694.28,5664.91,5605.03,5556.58,5577.32,5396.47,5070.92,0.00,127783.43
08/07/2018,Diumenge,4721.63,4427.12,4174.02,4053.66,3938.02,3955.47,3809.64,3921.13,4125.70,4585.62,4850.65,4981.29,5169.48,5339.06,5323.36,5223.19,5191.41,5167.55,5178.92,5232.18,5343.51,5511.18,5643.55,5285.67,0.00,115152.97
09/07/2018,Dilluns,4816.50,4443.84,4250.01,4180.35,4198.07,4345.03,4907.07,5605.91,6250.41,6754.65,7148.05,7357.33,7580.72,7625.00,7498.97,7525.84,7513.97,7426.49,7215.17,7021.82,6859.07,6718.86,6300.94,5743.61,0.00,149287.66
10/07/2018,Dimarts,5356.38,4996.27,4755.86,4639.50,4600.85,4723.96,5114.03,5741.83,6350.80,6824.61,7119.60,7365.55,7579.37,7616.99,7477.86,7423.20,7398.31,7357.58,7172.11,7008.96,6882.29,6732.01,6388.79,5852.94,0.00,152479.67
11/07/2018,Dimecres,5411.84,5061.24,4837.42,4732.87,4723.95,4829.88,5239.68,5883.88,6505.28,6930.18,7275.68,7418.15,7598.45,7588.08,7419.77,7395.67,7369.00,7289.96,7052.53,6857.12,6740.39,6640.04,6230.81,5726.38,0.00,152758.22
12/07/2018,Dijous,5324.78,4979.63,4786.47,4698.83,4664.55,4782.65,5192.05,5769.14,6369.16,6829.00,7162.95,7316.81,7501.73,7461.13,7303.11,7280.95,7279.39,7183.71,6949.33,6793.74,6614.07,6486.07,6140.18,5625.46,0.00,150494.86
13/07/2018,Divendres,5239.52,4864.85,4666.99,4583.77,4565.84,4698.83,5082.46,5670.77,6259.19,6719.67,7095.67,7284.59,7442.43,7396.26,7086.48,6957.20,6886.95,6856.20,6676.63,6565.27,6413.75,6326.65,5925.98,5503.42,0.00,146769.35
14/07/2018,Dissabte,5247.09,4911.53,4710.34,4528.36,4414.62,4365.85,4291.50,4522.68,4881.72,5380.05,5743.46,5920.49,6027.30,6085.30,5944.01,5824.46,5735.52,5739.09,5686.97,5684.02,5636.26,5655.62,5442.27,5052.28,0.00,127430.77
15/07/2018,Diumenge,4745.00,4457.39,4231.09,4062.65,3981.06,3971.49,3893.06,3887.64,4150.20,4528.55,4807.34,5102.78,5271.91,5510.09,5550.55,5498.80,5446.15,5442.40,5439.76,5460.72,5554.94,5795.01,5824.77,5457.81,0.00,118071.14
16/07/2018,Dilluns,4974.26,4656.53,4445.54,4353.31,4383.11,4576.69,5162.65,5795.89,6356.99,6701.75,6791.24,6924.77,7048.73,6933.24,6844.22,6894.25,6947.67,6936.64,6781.64,6653.47,6522.01,6465.45,6106.59,5593.10,0.00,144849.72
17/07/2018,Dimarts,5193.96,4854.77,4667.44,4540.58,4559.20,4691.34,5109.82,5677.32,6235.88,6696.61,7047.11,7227.81,7407.27,7427.92,7258.21,7253.92,7238.86,7193.99,6982.22,6838.5,6704.66,6590.13,6257.97,5756.92,0.00,149412.40
18/07/2018,Dimecres,5318.44,4943.55,4725.79,4644.06,4617.79,4714.66,5135.61,5714.62,6275.57,6736.82,7121.99,7286.74,7445.80,7427.28,7243.19,7268.79,7297.43,7261.51,7055.10,6901.99,6750.52,6622.77,6252.87,5733.24,0.00,150496.12
19/07/2018,Dijous,5317.17,4977.63,4742.66,4668.85,4653.52,4761.91,5087.98,5641.17,6270.85,6762.68,7133.12,7310.82,7536.51,7568.98,7385.34,7426.00,7448.72,7411.02,7200.57,7022.94,6830.29,6678.58,6338.92,5803.37,0.00,151979.60
20/07/2018,Divendres,5340.26,4979.52,4756.59,4636.15,4557.97,4701.52,5161.97,5707.57,6280.87,6771.31,7165.51,7359.05,7520.84,7527.30,7301.96,7227.66,7164.96,7056.26,6864.88,6715.6,6588.50,6465.80,6051.84,5586.52,0.00,149490.38
21/07/2018,Dissabte,5244.87,4917.90,4666.98,4499.32,4402.50,4334.21,4305.97,4447.01,4769.98,5161.90,5466.67,5621.86,5640.94,5650.99,5532.36,5426.68,5373.47,5340.74,5280.37,5262.05,5298.25,5401.91,5186.30,4875.72,0.00,122108.89
